timeid,method,spot,districtid
7,neighborhood,hot,335
7,state,hot,335
7,neighborhood,cold,336
7,neighborhood,hot,352
7,state,hot,352
7,neighborhood,hot,354
7,neighborhood,cold,356
7,neighborhood,hot,360
7,state,hot,360
7,neighborhood,cold,364
7,state,hot,367
7,neighborhood,hot,380
7,neighborhood,cold,381
7,neighborhood,hot,382
7,state,hot,382
7,neighborhood,cold,387
7,state,hot,387
7,neighborhood,cold,391
7,neighborhood,cold,392
7,neighborhood,hot,395
7,neighborhood,cold,396
7,neighborhood,cold,399
7,state,cold,399
7,neighborhood,cold,405
7,state,cold,405
7,neighborhood,hot,417
7,neighborhood,hot,419
7,state,hot,419
7,neighborhood,cold,422
7,state,cold,422
7,neighborhood,hot,425
7,neighborhood,hot,426
7,state,hot,426
7,neighborhood,hot,433
7,neighborhood,hot,434
7,state,hot,434
7,neighborhood,cold,438
7,neighborhood,hot,443
7,neighborhood,hot,454
7,neighborhood,hot,455
7,state,hot,455
7,neighborhood,hot,458
7,state,hot,458
7,neighborhood,hot,459
7,neighborhood,cold,463
7,state,hot,463
7,neighborhood,hot,465
7,neighborhood,cold,466
7,neighborhood,cold,467
7,neighborhood,hot,469
7,neighborhood,hot,477
7,neighborhood,hot,483
7,neighborhood,hot,488
7,neighborhood,hot,493
7,state,hot,493
7,neighborhood,hot,495
7,state,hot,495
7,state,cold,499
7,neighborhood,cold,503
7,neighborhood,hot,506
7,neighborhood,cold,535
7,state,cold,538
7,neighborhood,cold,544
7,neighborhood,hot,550
7,neighborhood,hot,552
7,neighborhood,hot,553
7,neighborhood,cold,560
7,neighborhood,cold,563
7,neighborhood,hot,566
7,neighborhood,cold,569
7,neighborhood,hot,571
7,neighborhood,cold,575
7,neighborhood,cold,583
7,neighborhood,cold,585
7,neighborhood,hot,587
7,neighborhood,hot,591
7,state,hot,591
7,neighborhood,cold,595
7,neighborhood,cold,596
7,neighborhood,hot,599
7,state,hot,599
7,neighborhood,cold,601
7,neighborhood,hot,603
7,neighborhood,cold,607
7,neighborhood,hot,609
7,neighborhood,cold,614
7,neighborhood,hot,624
7,neighborhood,cold,628
7,neighborhood,cold,637
7,neighborhood,hot,669
7,state,hot,669
7,neighborhood,hot,671
7,state,hot,671
7,neighborhood,hot,672
7,neighborhood,cold,677
7,neighborhood,hot,682
7,neighborhood,cold,686
7,state,cold,699
7,neighborhood,cold,706
7,neighborhood,hot,715
7,neighborhood,cold,716
7,neighborhood,cold,717
7,neighborhood,hot,718
7,neighborhood,hot,723
7,neighborhood,hot,725
7,neighborhood,cold,731
7,state,cold,732
7,neighborhood,hot,746
8,neighborhood,hot,103
8,state,hot,103
8,neighborhood,hot,104
8,state,hot,104
8,neighborhood,cold,105
8,neighborhood,hot,107
8,neighborhood,hot,114
8,neighborhood,hot,116
8,neighborhood,hot,119
8,state,hot,119
8,neighborhood,hot,123
8,state,hot,123
8,neighborhood,hot,125
8,neighborhood,hot,135
8,neighborhood,cold,137
8,neighborhood,hot,138
8,neighborhood,cold,146
8,neighborhood,hot,147
8,neighborhood,cold,149
8,neighborhood,cold,152
8,neighborhood,cold,156
8,neighborhood,cold,161
8,neighborhood,hot,162
8,neighborhood,hot,163
8,state,hot,163
8,neighborhood,hot,165
8,state,hot,165
8,neighborhood,hot,170
8,state,hot,170
8,neighborhood,cold,173
8,neighborhood,cold,178
8,neighborhood,hot,179
8,state,hot,179
8,neighborhood,cold,180
8,neighborhood,hot,186
8,state,hot,200
8,neighborhood,hot,206
8,state,hot,206
8,neighborhood,cold,207
8,neighborhood,hot,212
8,state,hot,212
8,neighborhood,cold,216
8,neighborhood,cold,219
8,neighborhood,hot,222
8,state,hot,222
8,neighborhood,hot,224
8,neighborhood,hot,225
8,neighborhood,hot,226
8,neighborhood,cold,227
8,neighborhood,cold,228
8,state,hot,228
8,neighborhood,hot,231
8,neighborhood,hot,235
8,neighborhood,hot,239
8,state,hot,239
8,neighborhood,cold,242
8,neighborhood,cold,243
8,neighborhood,hot,245
8,state,hot,245
8,neighborhood,cold,247
8,state,cold,247
8,neighborhood,cold,254
8,neighborhood,hot,258
8,state,cold,262
8,neighborhood,cold,263
8,neighborhood,hot,264
8,state,hot,264
8,neighborhood,cold,267
8,state,cold,267
8,neighborhood,hot,270
8,state,hot,270
8,neighborhood,cold,273
8,state,cold,273
8,neighborhood,hot,278
8,neighborhood,hot,282
8,state,hot,283
8,neighborhood,hot,289
8,state,hot,289
8,neighborhood,hot,290
8,state,hot,290
8,neighborhood,hot,292
8,state,hot,292
8,state,hot,294
8,neighborhood,cold,296
8,neighborhood,hot,302
8,neighborhood,cold,307
8,neighborhood,hot,308
8,state,hot,308
8,neighborhood,hot,309
8,state,hot,309
8,neighborhood,hot,310
8,neighborhood,cold,318
8,state,cold,318
8,neighborhood,cold,321
8,state,hot,328
8,neighborhood,hot,332
8,state,hot,332
8,neighborhood,hot,333
8,neighborhood,hot,335
8,state,hot,335
8,neighborhood,hot,337
8,neighborhood,hot,338
8,neighborhood,cold,341
8,neighborhood,hot,342
8,neighborhood,hot,343
8,neighborhood,cold,350
8,neighborhood,cold,351
8,neighborhood,hot,360
8,state,hot,360
8,state,hot,378
8,neighborhood,hot,382
8,state,hot,382
8,neighborhood,cold,383
8,neighborhood,cold,384
8,neighborhood,cold,387
8,state,cold,387
8,neighborhood,cold,391
8,neighborhood,cold,394
8,state,cold,394
8,neighborhood,cold,399
8,neighborhood,hot,418
8,state,hot,418
8,neighborhood,hot,429
8,state,hot,429
8,neighborhood,cold,431
8,neighborhood,hot,433
8,neighborhood,hot,434
8,state,hot,434
8,neighborhood,hot,437
8,neighborhood,hot,445
8,state,hot,445
8,neighborhood,hot,454
8,neighborhood,hot,458
8,neighborhood,hot,459
8,neighborhood,cold,469
8,neighborhood,hot,477
8,neighborhood,hot,481
8,neighborhood,hot,483
8,state,hot,483
8,neighborhood,cold,484
8,neighborhood,hot,488
8,neighborhood,hot,493
8,state,hot,493
8,state,hot,495
8,neighborhood,cold,496
8,neighborhood,hot,506
8,neighborhood,hot,511
8,neighborhood,hot,513
8,neighborhood,cold,532
8,state,cold,532
8,neighborhood,cold,542
8,neighborhood,cold,543
8,neighborhood,cold,547
8,neighborhood,cold,549
8,neighborhood,hot,550
8,state,cold,551
8,neighborhood,cold,552
8,state,hot,553
8,neighborhood,hot,566
8,neighborhood,cold,567
8,state,hot,567
8,neighborhood,cold,568
8,neighborhood,cold,569
8,neighborhood,hot,571
8,neighborhood,cold,575
8,neighborhood,cold,579
8,state,cold,579
8,neighborhood,cold,585
8,neighborhood,hot,591
8,neighborhood,cold,604
8,neighborhood,cold,607
8,state,cold,609
8,neighborhood,hot,614
8,state,cold,632
8,neighborhood,cold,633
8,neighborhood,cold,639
8,neighborhood,cold,642
8,neighborhood,cold,643
8,neighborhood,hot,648
8,neighborhood,hot,652
8,state,hot,652
8,neighborhood,cold,654
8,neighborhood,hot,666
8,state,hot,666
8,neighborhood,hot,669
8,neighborhood,cold,670
8,neighborhood,hot,672
8,state,hot,678
8,neighborhood,hot,682
8,state,hot,682
8,neighborhood,cold,687
8,neighborhood,hot,693
8,neighborhood,hot,697
8,state,hot,699
8,state,cold,700
8,state,hot,702
8,state,cold,705
8,neighborhood,cold,706
8,neighborhood,hot,713
8,neighborhood,hot,715
8,neighborhood,cold,716
8,neighborhood,hot,718
8,neighborhood,cold,724
8,neighborhood,hot,725
8,neighborhood,cold,726
8,state,cold,726
8,neighborhood,hot,732
8,state,hot,732
9,neighborhood,hot,103
9,state,hot,103
9,neighborhood,hot,104
9,state,hot,104
9,neighborhood,cold,105
9,neighborhood,hot,107
9,neighborhood,hot,108
9,state,cold,112
9,neighborhood,cold,114
9,neighborhood,cold,118
9,neighborhood,hot,119
9,neighborhood,cold,126
9,state,cold,126
9,neighborhood,hot,128
9,neighborhood,hot,132
9,neighborhood,cold,133
9,neighborhood,cold,134
9,neighborhood,hot,135
9,neighborhood,cold,137
9,neighborhood,hot,143
9,state,hot,143
9,neighborhood,cold,146
9,neighborhood,cold,148
9,neighborhood,hot,149
9,state,hot,149
9,neighborhood,hot,152
9,neighborhood,cold,162
9,state,hot,163
9,neighborhood,hot,165
9,state,hot,165
9,neighborhood,cold,166
9,neighborhood,cold,167
9,neighborhood,hot,169
9,neighborhood,cold,175
9,neighborhood,hot,179
9,state,hot,179
9,neighborhood,hot,180
9,state,hot,180
9,neighborhood,cold,186
9,neighborhood,hot,195
9,neighborhood,cold,196
9,state,cold,196
9,neighborhood,cold,200
9,neighborhood,hot,206
9,state,hot,206
9,neighborhood,hot,212
9,state,hot,212
9,neighborhood,cold,216
9,state,cold,216
9,neighborhood,cold,219
9,state,cold,219
9,neighborhood,cold,220
9,state,hot,221
9,neighborhood,cold,225
9,neighborhood,cold,229
9,neighborhood,cold,233
9,neighborhood,cold,237
9,neighborhood,hot,239
9,state,hot,240
9,neighborhood,hot,245
9,state,hot,245
9,neighborhood,cold,247
9,state,cold,247
9,neighborhood,cold,249
9,neighborhood,hot,250
9,neighborhood,cold,254
9,state,cold,273
9,neighborhood,hot,277
9,state,hot,277
9,neighborhood,hot,278
9,neighborhood,hot,279
9,neighborhood,cold,280
9,neighborhood,hot,282
9,neighborhood,hot,289
9,state,hot,289
9,state,hot,292
9,neighborhood,cold,293
9,state,cold,293
9,state,hot,294
9,neighborhood,hot,295
9,neighborhood,hot,296
9,neighborhood,hot,303
9,neighborhood,hot,304
9,neighborhood,hot,307
9,neighborhood,hot,309
9,state,hot,309
9,neighborhood,hot,310
9,neighborhood,cold,312
9,neighborhood,cold,321
9,state,cold,321
9,neighborhood,hot,322
9,state,hot,322
9,neighborhood,cold,326
9,neighborhood,cold,327
9,state,hot,328
9,state,cold,329
9,neighborhood,hot,332
9,state,hot,332
9,neighborhood,hot,333
9,neighborhood,hot,335
9,state,hot,335
9,neighborhood,hot,337
9,state,hot,337
9,neighborhood,hot,342
9,neighborhood,hot,343
9,neighborhood,hot,360
9,state,hot,360
9,neighborhood,cold,364
9,state,cold,364
9,state,hot,367
9,neighborhood,hot,378
9,state,hot,378
9,neighborhood,hot,379
9,neighborhood,cold,380
9,neighborhood,hot,382
9,neighborhood,cold,383
9,state,cold,385
9,neighborhood,cold,386
9,neighborhood,cold,391
9,state,hot,392
9,neighborhood,cold,393
9,neighborhood,hot,394
9,neighborhood,cold,395
9,neighborhood,cold,399
9,neighborhood,hot,400
9,state,hot,400
9,neighborhood,cold,406
9,state,cold,406
9,neighborhood,hot,418
9,state,hot,418
9,neighborhood,cold,419
9,state,cold,419
9,neighborhood,cold,424
9,state,cold,424
9,neighborhood,hot,425
9,neighborhood,hot,426
9,neighborhood,hot,431
9,state,hot,431
9,neighborhood,hot,433
9,neighborhood,hot,434
9,state,hot,434
9,neighborhood,cold,435
9,neighborhood,cold,437
9,neighborhood,cold,440
9,neighborhood,cold,442
9,state,cold,442
9,neighborhood,hot,445
9,state,hot,445
9,neighborhood,hot,454
9,state,hot,454
9,neighborhood,hot,458
9,state,hot,458
9,neighborhood,hot,459
9,neighborhood,hot,469
9,state,hot,469
9,neighborhood,hot,470
9,neighborhood,hot,477
9,neighborhood,hot,478
9,neighborhood,cold,480
9,neighborhood,hot,483
9,state,hot,483
9,neighborhood,hot,488
9,neighborhood,cold,489
9,neighborhood,cold,490
9,neighborhood,hot,493
9,state,hot,493
9,neighborhood,hot,498
9,neighborhood,hot,506
9,state,hot,508
9,neighborhood,hot,513
9,neighborhood,cold,516
9,neighborhood,hot,518
9,state,hot,518
9,neighborhood,hot,520
9,neighborhood,cold,532
9,neighborhood,cold,542
9,neighborhood,hot,550
9,neighborhood,hot,552
9,neighborhood,hot,553
9,state,hot,553
9,neighborhood,cold,554
9,state,cold,554
9,neighborhood,cold,562
9,neighborhood,cold,563
9,neighborhood,hot,566
9,neighborhood,cold,567
9,state,hot,567
9,neighborhood,cold,568
9,neighborhood,cold,569
9,neighborhood,hot,571
9,state,hot,571
9,neighborhood,hot,572
9,neighborhood,hot,575
9,state,hot,575
9,neighborhood,hot,583
9,neighborhood,hot,590
9,state,hot,590
9,neighborhood,hot,599
9,neighborhood,hot,601
9,state,hot,601
9,neighborhood,hot,602
9,neighborhood,hot,603
9,neighborhood,cold,615
9,state,cold,615
9,neighborhood,cold,621
9,neighborhood,cold,625
9,state,cold,629
9,neighborhood,cold,639
9,neighborhood,cold,641
9,neighborhood,cold,642
9,neighborhood,cold,644
9,state,cold,644
9,neighborhood,cold,645
9,neighborhood,cold,651
9,neighborhood,hot,652
9,state,hot,652
9,neighborhood,cold,654
9,neighborhood,cold,665
9,neighborhood,hot,668
9,neighborhood,hot,669
9,neighborhood,hot,672
9,neighborhood,cold,678
9,state,cold,678
9,neighborhood,hot,682
9,state,hot,682
9,neighborhood,cold,687
9,neighborhood,cold,690
9,neighborhood,hot,693
9,neighborhood,hot,697
9,state,hot,697
9,neighborhood,cold,700
9,neighborhood,cold,701
9,state,cold,705
9,neighborhood,cold,706
9,neighborhood,cold,712
9,neighborhood,hot,715
9,neighborhood,cold,717
9,neighborhood,cold,719
9,neighborhood,cold,723
9,neighborhood,hot,725
9,state,hot,732
9,neighborhood,cold,735
10,neighborhood,hot,103
10,neighborhood,hot,104
10,state,hot,104
10,neighborhood,cold,106
10,neighborhood,hot,107
10,neighborhood,hot,109
10,state,hot,109
10,neighborhood,cold,116
10,neighborhood,cold,118
10,neighborhood,hot,119
10,state,hot,119
10,neighborhood,cold,120
10,neighborhood,hot,123
10,state,hot,123
10,neighborhood,cold,126
10,state,cold,126
10,neighborhood,cold,129
10,neighborhood,hot,132
10,state,hot,133
10,neighborhood,hot,136
10,neighborhood,cold,137
10,neighborhood,cold,142
10,state,hot,143
10,state,hot,144
10,state,cold,145
10,neighborhood,hot,146
10,neighborhood,hot,149
10,neighborhood,cold,150
10,neighborhood,hot,152
10,state,hot,152
10,neighborhood,hot,161
10,state,hot,161
10,state,hot,163
10,neighborhood,hot,165
10,neighborhood,cold,166
10,neighborhood,cold,167
10,neighborhood,hot,169
10,state,hot,169
10,neighborhood,hot,175
10,neighborhood,cold,177
10,neighborhood,cold,178
10,state,cold,178
10,neighborhood,hot,179
10,state,hot,179
10,neighborhood,cold,180
10,neighborhood,hot,184
10,state,hot,184
10,neighborhood,cold,201
10,neighborhood,hot,206
10,state,hot,206
10,neighborhood,cold,211
10,neighborhood,hot,212
10,state,hot,212
10,neighborhood,hot,216
10,state,hot,216
10,neighborhood,cold,219
10,state,hot,221
10,neighborhood,hot,227
10,state,hot,227
10,neighborhood,cold,228
10,state,hot,228
10,neighborhood,cold,230
10,neighborhood,hot,239
10,neighborhood,hot,240
10,neighborhood,cold,241
10,state,cold,241
10,neighborhood,hot,245
10,neighborhood,cold,247
10,neighborhood,cold,252
10,neighborhood,hot,263
10,state,hot,263
10,neighborhood,cold,264
10,state,cold,264
10,neighborhood,cold,273
10,state,cold,273
10,neighborhood,cold,274
10,neighborhood,hot,276
10,state,hot,277
10,neighborhood,hot,278
10,neighborhood,hot,284
10,neighborhood,hot,289
10,state,hot,289
10,state,hot,290
10,neighborhood,hot,292
10,state,hot,292
10,state,hot,294
10,state,hot,295
10,neighborhood,hot,301
10,neighborhood,cold,302
10,neighborhood,hot,303
10,neighborhood,hot,305
10,neighborhood,hot,309
10,state,hot,309
10,neighborhood,hot,310
10,neighborhood,hot,313
10,state,hot,313
10,neighborhood,cold,321
10,state,hot,322
10,neighborhood,hot,323
10,neighborhood,hot,324
10,state,hot,328
10,state,cold,329
10,neighborhood,hot,332
10,state,hot,332
10,neighborhood,hot,333
10,neighborhood,hot,335
10,state,hot,335
10,neighborhood,cold,336
10,neighborhood,hot,342
10,neighborhood,hot,343
10,neighborhood,cold,347
10,state,cold,347
10,neighborhood,hot,348
10,state,hot,348
10,neighborhood,hot,350
10,state,hot,350
10,neighborhood,cold,351
10,state,cold,354
10,neighborhood,cold,356
10,neighborhood,hot,360
10,state,hot,360
10,neighborhood,hot,363
10,neighborhood,hot,368
10,neighborhood,hot,370
10,neighborhood,hot,378
10,state,hot,378
10,neighborhood,hot,380
10,state,hot,380
10,state,hot,387
10,neighborhood,hot,391
10,neighborhood,hot,394
10,neighborhood,hot,395
10,state,hot,395
10,neighborhood,cold,398
10,neighborhood,hot,400
10,state,hot,400
10,neighborhood,hot,402
10,neighborhood,cold,405
10,neighborhood,cold,406
10,state,cold,406
10,state,cold,410
10,neighborhood,hot,417
10,neighborhood,hot,418
10,state,hot,418
10,neighborhood,cold,421
10,neighborhood,hot,425
10,neighborhood,hot,429
10,state,hot,429
10,state,hot,431
10,neighborhood,hot,433
10,state,hot,433
10,state,hot,434
10,neighborhood,hot,435
10,neighborhood,cold,437
10,neighborhood,hot,438
10,neighborhood,cold,445
10,state,cold,445
10,neighborhood,cold,447
10,neighborhood,hot,455
10,state,hot,455
10,neighborhood,hot,458
10,state,hot,458
10,neighborhood,hot,459
10,neighborhood,cold,463
10,state,cold,463
10,neighborhood,cold,466
10,state,cold,466
10,neighborhood,hot,469
10,state,hot,469
10,neighborhood,hot,477
10,state,hot,477
10,neighborhood,cold,481
10,neighborhood,hot,483
10,neighborhood,cold,489
10,neighborhood,hot,490
10,neighborhood,hot,493
10,state,hot,493
10,neighborhood,cold,495
10,neighborhood,hot,496
10,neighborhood,cold,500
10,neighborhood,cold,503
10,state,hot,505
10,neighborhood,hot,506
10,neighborhood,hot,507
10,state,hot,507
10,neighborhood,hot,513
10,neighborhood,cold,520
10,state,cold,532
10,neighborhood,hot,538
10,state,hot,538
10,neighborhood,hot,541
10,state,hot,541
10,neighborhood,cold,542
10,neighborhood,hot,544
10,neighborhood,hot,553
10,state,hot,553
10,neighborhood,hot,560
10,neighborhood,cold,561
10,neighborhood,cold,562
10,neighborhood,cold,563
10,state,cold,563
10,state,hot,567
10,neighborhood,cold,569
10,neighborhood,hot,571
10,state,hot,574
10,neighborhood,hot,576
10,state,cold,579
10,neighborhood,hot,584
10,state,hot,584
10,neighborhood,cold,589
10,neighborhood,hot,590
10,state,hot,590
10,neighborhood,cold,595
10,neighborhood,hot,599
10,state,hot,599
10,neighborhood,hot,602
10,neighborhood,cold,604
10,neighborhood,cold,613
10,neighborhood,cold,624
10,neighborhood,cold,629
10,state,cold,629
10,neighborhood,cold,632
10,neighborhood,cold,642
10,neighborhood,hot,643
10,neighborhood,cold,645
10,neighborhood,cold,646
10,neighborhood,hot,649
10,neighborhood,hot,652
10,neighborhood,cold,661
10,neighborhood,cold,671
10,state,cold,671
10,neighborhood,hot,672
10,neighborhood,cold,678
10,neighborhood,hot,682
10,neighborhood,hot,693
10,neighborhood,cold,699
10,neighborhood,hot,701
10,state,hot,702
10,neighborhood,cold,705
10,state,cold,707
10,neighborhood,cold,711
10,neighborhood,hot,715
10,neighborhood,cold,717
10,neighborhood,hot,725
10,neighborhood,cold,730
10,state,cold,732
10,neighborhood,hot,734
10,state,hot,734
10,neighborhood,cold,735
10,state,cold,735
10,neighborhood,hot,742
10,state,hot,742
11,neighborhood,hot,104
11,state,hot,104
11,neighborhood,hot,107
11,neighborhood,hot,108
11,neighborhood,cold,110
11,neighborhood,cold,115
11,neighborhood,hot,116
11,state,hot,116
11,neighborhood,hot,119
11,state,hot,119
11,neighborhood,cold,120
11,neighborhood,hot,122
11,neighborhood,hot,126
11,neighborhood,cold,127
11,neighborhood,cold,129
11,neighborhood,hot,132
11,state,hot,133
11,neighborhood,hot,134
11,state,hot,134
11,neighborhood,cold,135
11,neighborhood,cold,136
11,neighborhood,hot,141
11,state,hot,141
11,neighborhood,hot,145
11,neighborhood,cold,146
11,neighborhood,cold,148
11,state,cold,148
11,state,cold,155
11,neighborhood,cold,157
11,neighborhood,cold,160
11,neighborhood,hot,161
11,state,hot,161
11,neighborhood,hot,162
11,neighborhood,hot,163
11,state,hot,163
11,neighborhood,hot,165
11,state,hot,165
11,neighborhood,hot,170
11,state,hot,170
11,neighborhood,hot,172
11,neighborhood,cold,173
11,neighborhood,cold,177
11,neighborhood,hot,179
11,state,hot,179
11,state,hot,184
11,neighborhood,hot,186
11,neighborhood,cold,188
11,neighborhood,cold,191
11,state,cold,191
11,neighborhood,cold,192
11,neighborhood,cold,193
11,neighborhood,cold,196
11,state,cold,196
11,neighborhood,cold,200
11,neighborhood,cold,202
11,neighborhood,cold,204
11,neighborhood,hot,206
11,state,hot,206
11,neighborhood,hot,208
11,state,hot,208
11,neighborhood,cold,211
11,state,cold,211
11,neighborhood,hot,212
11,state,hot,212
11,neighborhood,cold,214
11,neighborhood,cold,217
11,state,hot,227
11,neighborhood,cold,230
11,neighborhood,hot,234
11,neighborhood,hot,239
11,neighborhood,hot,240
11,state,hot,240
11,neighborhood,hot,242
11,neighborhood,hot,247
11,state,hot,247
11,neighborhood,hot,257
11,state,hot,257
11,neighborhood,cold,261
11,state,cold,261
11,neighborhood,cold,264
11,neighborhood,hot,267
11,state,hot,267
11,neighborhood,hot,270
11,state,hot,270
11,state,hot,277
11,neighborhood,cold,278
11,neighborhood,cold,282
11,neighborhood,hot,283
11,state,hot,283
11,neighborhood,hot,285
11,neighborhood,cold,287
11,state,cold,287
11,neighborhood,hot,289
11,state,hot,289
11,state,hot,292
11,state,hot,294
11,neighborhood,cold,296
11,neighborhood,cold,297
11,state,cold,297
11,neighborhood,hot,301
11,state,hot,301
11,neighborhood,cold,308
11,neighborhood,hot,309
11,state,hot,309
11,neighborhood,hot,310
11,state,cold,312
11,neighborhood,hot,313
11,state,hot,313
11,state,hot,315
11,neighborhood,hot,319
11,state,hot,319
11,neighborhood,cold,320
11,neighborhood,hot,322
11,state,hot,322
11,neighborhood,hot,323
11,neighborhood,hot,324
11,state,hot,328
11,state,cold,329
11,neighborhood,hot,332
11,state,hot,332
11,neighborhood,hot,333
11,neighborhood,hot,335
11,state,hot,335
11,neighborhood,hot,337
11,state,hot,337
11,neighborhood,cold,338
11,state,cold,338
11,neighborhood,hot,339
11,neighborhood,hot,342
11,neighborhood,cold,345
11,state,cold,345
11,neighborhood,hot,347
11,neighborhood,hot,348
11,state,hot,348
11,neighborhood,cold,351
11,neighborhood,hot,353
11,state,hot,353
11,state,cold,356
11,neighborhood,cold,358
11,neighborhood,hot,360
11,state,hot,360
11,state,hot,367
11,neighborhood,hot,370
11,neighborhood,cold,376
11,state,hot,378
11,neighborhood,hot,379
11,neighborhood,hot,380
11,state,hot,380
11,neighborhood,hot,382
11,neighborhood,cold,383
11,neighborhood,cold,384
11,state,hot,387
11,neighborhood,hot,390
11,state,hot,392
11,neighborhood,cold,393
11,state,cold,393
11,neighborhood,hot,394
11,state,hot,395
11,neighborhood,cold,396
11,neighborhood,cold,397
11,state,cold,397
11,neighborhood,hot,405
11,state,hot,405
11,neighborhood,cold,407
11,neighborhood,cold,412
11,neighborhood,cold,413
11,neighborhood,hot,417
11,neighborhood,hot,418
11,state,hot,418
11,neighborhood,cold,419
11,neighborhood,hot,424
11,neighborhood,hot,429
11,neighborhood,hot,431
11,state,hot,431
11,neighborhood,hot,433
11,state,hot,433
11,neighborhood,cold,437
11,state,cold,437
11,neighborhood,cold,440
11,state,cold,440
11,state,cold,441
11,neighborhood,hot,443
11,neighborhood,cold,445
11,state,cold,445
11,neighborhood,cold,447
11,state,cold,447
11,neighborhood,hot,454
11,state,hot,454
11,neighborhood,cold,457
11,neighborhood,hot,458
11,state,hot,458
11,neighborhood,hot,459
11,neighborhood,hot,465
11,neighborhood,cold,474
11,state,cold,474
11,neighborhood,cold,475
11,neighborhood,cold,480
11,neighborhood,hot,483
11,state,hot,483
11,state,cold,484
11,neighborhood,hot,488
11,neighborhood,cold,489
11,neighborhood,hot,490
11,neighborhood,hot,493
11,state,hot,493
11,neighborhood,hot,494
11,state,hot,494
11,state,cold,495
11,neighborhood,cold,500
11,state,cold,500
11,state,hot,505
11,neighborhood,hot,506
11,neighborhood,hot,507
11,state,hot,507
11,neighborhood,cold,513
11,neighborhood,hot,520
11,state,hot,520
11,state,hot,526
11,state,cold,529
11,neighborhood,hot,538
11,state,hot,538
11,state,hot,541
11,neighborhood,hot,546
11,state,cold,546
11,state,hot,551
11,neighborhood,cold,556
11,neighborhood,cold,562
11,neighborhood,cold,563
11,state,cold,563
11,state,hot,567
11,neighborhood,cold,568
11,neighborhood,hot,571
11,neighborhood,cold,574
11,neighborhood,hot,576
11,state,hot,576
11,neighborhood,hot,579
11,neighborhood,cold,582
11,neighborhood,hot,583
11,neighborhood,hot,587
11,state,hot,589
11,neighborhood,cold,595
11,state,cold,595
11,neighborhood,hot,599
11,state,hot,599
11,neighborhood,cold,601
11,neighborhood,hot,602
11,neighborhood,cold,605
11,state,cold,605
11,neighborhood,hot,607
11,neighborhood,cold,608
11,state,cold,608
11,neighborhood,cold,609
11,neighborhood,cold,613
11,neighborhood,hot,615
11,neighborhood,cold,625
11,state,cold,625
11,neighborhood,cold,627
11,neighborhood,hot,628
11,neighborhood,cold,629
11,state,cold,629
11,neighborhood,cold,638
11,neighborhood,cold,639
11,neighborhood,cold,642
11,neighborhood,cold,645
11,state,cold,645
11,neighborhood,cold,646
11,neighborhood,hot,652
11,neighborhood,cold,654
11,neighborhood,cold,661
11,neighborhood,hot,663
11,state,cold,665
11,neighborhood,hot,666
11,state,hot,666
11,neighborhood,cold,668
11,neighborhood,hot,669
11,neighborhood,cold,670
11,neighborhood,hot,672
11,neighborhood,hot,682
11,state,hot,682
11,neighborhood,hot,687
11,neighborhood,hot,693
11,neighborhood,hot,696
11,state,cold,696
11,neighborhood,hot,701
11,state,hot,701
11,state,hot,702
11,neighborhood,cold,706
11,neighborhood,cold,707
11,state,cold,707
11,neighborhood,hot,712
11,neighborhood,hot,715
11,neighborhood,cold,716
